qid,Aen,Len,Lde,Lfr,Les,Ltr,Den,P2,P3,P287,P125,P156,P146,P771,P131,P131,?,,,,,,,,,,,,,,,,,,,,"FactGrid Items for Universities, Museums",
factgrid_id,abb,collection_name Collection,collection_name Collection,,,,,,,type of organization,collection_actor_status,collection_url,cdli_url,wikidata_id,research projs,,wiki_url_eng,collection_name_native,name_native_iso,wiki_url_native,geonames_id,collection_id,cdli_id,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,notes,to_be_deleted,url_native_iso,osm_id,osm_type,,,
,,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya Collection,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya Collection,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya Collection,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya Collection,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya Collection,"Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Mumbai, India (formerly Prince of Wales Museum of Western India, Mumbai, India)",Q21411,,Q145257,Q11278,https://www.csmvs.in,https://cdli.earth/collections/755,Q1071500,Q389597,Q389595,https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_Maharaj_Vastu_Sangrahalaya,छत्रपति शिवाजी महाराज वस्तु संग्रहालय,hin,https://hi.wikipedia.org/wiki/छत्रपति_शिवाजी_महाराज_वस्तु_संग्रहालय,6619702,480,755,Extant,Agency,Public,1,IND,IND.20_1,IND.20.17_1,,0,hin,,,,University of Lund,https://database.factgrid.de/entity/Q175853
,,Chiemgauer Münzfreunde Collection,Chiemgauer Münzfreunde Collection,Chiemgauer Münzfreunde Collection,Chiemgauer Münzfreunde Collection,Chiemgauer Münzfreunde Collection,"Chiemgauer Münzfreunde, Chiemgau, Germany",Q21411,,Q34987,Q11276,http://www.chiemgauer-muenzfreunde.de,https://cdli.earth/collections/476,,Q389597,Q389595,,Chiemgauer Münzfreunde,deu,,0,806,476,Uncertain,Foundation,Group,1,DEU,DEU.2_1,DEU.2.78_1,,0,,85840030,way,,Bibliothèque du Institut de Recherche et Histoire des Textes,https://database.factgrid.de/entity/Q780125
,,Choate Rosemary Hall Collection,Choate Rosemary Hall Collection,Choate Rosemary Hall Collection,Choate Rosemary Hall Collection,Choate Rosemary Hall Collection,"Choate Rosemary Hall School, Wallingford, Connecticut, USA",Q21411,,Q160273,Q11276,https://www.choate.edu,https://cdli.earth/collections/849,Q5103452,Q389597,Q389595,https://en.wikipedia.org/wiki/Choate_Rosemary_Hall,Choate Rosemary Hall,eng,https://en.wikipedia.org/wiki/Choate_Rosemary_Hall,5036420,807,849,Extant,Educational institution,Group,1,USA,USA.7_1,USA.7.5_1,,0,eng,,,,Concordia University,https://database.factgrid.de/entity/Q537664
,,Christ Church College Collection,Christ Church College Collection,Christ Church College Collection,Christ Church College Collection,Christ Church College Collection,"Christ Church College, Oxford, UK",Q21411,,Q160273,Q11276,https://www.chch.ox.ac.uk,https://cdli.earth/collections/512,Q745967,Q389597,Q389595,"https://en.wikipedia.org/wiki/Christ_Church,_Oxford",Christ Church College,eng,"https://en.wikipedia.org/wiki/Christ_Church,_Oxford",12207131,508,512,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.69_1,,0,eng,,,,McGill University,https://database.factgrid.de/entity/Q537665
,,Christie's Collection,Christie's Collection,Christie's Collection,Christie's Collection,Christie's Collection,Christie's (auction house),Q21411,,Q21907,Q11276,https://www.christies.com,https://cdli.earth/collections/−190,Q503176,Q389597,Q389595,https://en.wikipedia.org/wiki/Christie%27s,Christie's,eng,https://en.wikipedia.org/wiki/Christie%27s,0,1276,-190,Extant,Company,Group,1,GBR,GBR.1_1,GBR.1.36_1,,0,eng,504337361,way,,Mozarteum University Salzburg,https://database.factgrid.de/entity/Q256643
,,Chrysler Museum of Art Collection,Chrysler Museum of Art Collection,Chrysler Museum of Art Collection,Chrysler Museum of Art Collection,Chrysler Museum of Art Collection,"Chrysler Museum of Art, Norfolk, Virginia, USA",Q23239,,,Q11276,https://chrysler.org,https://cdli.earth/collections/903,Q5114675,Q389597,Q389595,https://en.wikipedia.org/wiki/Chrysler_Museum_of_Art,Chrysler Museum of Art,eng,https://en.wikipedia.org/wiki/Chrysler_Museum_of_Art,4754908,538,903,Extant,Uncertain,Uncertain,1,USA,USA.47_1,USA.47.87_1,,0,eng,,,,University of Heidelberg,https://database.factgrid.de/entity/Q22237
,,Church History Museum,Church History Museum,Church History Museum,Church History Museum,Church History Museum,"Church of Jesus Christ of Latter Day Saints Museum of Church History and Art, Salt Lake City, Utah, USA",Q23239,,Q34987,Q11276,https://history.churchofjesuschrist.org/landing/museum,https://cdli.earth/collections/1040,Q3329669,Q389597,Q389595,https://en.wikipedia.org/wiki/Church_History_Museum,Church History Museum,eng,https://en.wikipedia.org/wiki/Church_History_Museum,0,218,1040,Extant,Foundation,Group,1,USA,USA.45_1,USA.45.18_1,,0,eng,33162696,way,,Rare Book and Manuscript CRAI Library (University of Barcelona),https://database.factgrid.de/entity/Q747440
,,Church of Jesus Christ of Latter Day Saints Institute of Religion Collection,Church of Jesus Christ of Latter Day Saints Institute of Religion Collection,Church of Jesus Christ of Latter Day Saints Institute of Religion Collection,Church of Jesus Christ of Latter Day Saints Institute of Religion Collection,Church of Jesus Christ of Latter Day Saints Institute of Religion Collection,"Church of Jesus Christ of Latter Day Saints Institute of Religion, Utah State University, Logan, Utah, USA",Q21411,Q529854,Q160273,Q11276,https://www.churchofjesuschrist.org/si/institute,https://cdli.earth/collections/466,Q788119,Q389597,Q389595,https://en.wikipedia.org/wiki/Institute_of_Religion,Church of Jesus Christ of Latter Day Saints Institute of Religion,eng,https://en.wikipedia.org/wiki/Institute_of_Religion,,217,466,Extant,Educational institution,Group,0,,,,,0,eng,,,,József Attila University,https://database.factgrid.de/entity/Q449630
,,Church’s Ministry Among Jewish People Collection,Church’s Ministry Among Jewish People Collection,Church’s Ministry Among Jewish People Collection,Church’s Ministry Among Jewish People Collection,Church’s Ministry Among Jewish People Collection,"Church's Ministry Among the Jews Museum Dept., St. Albans, Hertfordshire, United Kingdom",Q21411,,Q34987,Q11276,https://www.cmj-israel.org,,Q2919291,Q389597,Q389595,https://en.wikipedia.org/wiki/Church%27s_Ministry_Among_Jewish_People,Church’s Ministry Among Jewish People (CMJ),eng,https://en.wikipedia.org/wiki/Church%27s_Ministry_Among_Jewish_People,,1285,0,Unknown,Foundation,Group,0,ISR,,,,0,eng,,,,Chapin Library,https://database.factgrid.de/entity/Q780354
,,Cincinnati & Hamilton County Public Library,Cincinnati & Hamilton County Public Library,Cincinnati & Hamilton County Public Library,Cincinnati & Hamilton County Public Library,Cincinnati & Hamilton County Public Library,"Public Library of Cincinnati and Hamilton County, Cincinnati, Ohio, USA",Q11249,,Q145257,Q11278,https://cincinnatilibrary.org,https://cdli.earth/collections/942,Q5492644,Q389597,Q389595,https://en.wikipedia.org/wiki/Cincinnati_and_Hamilton_County_Public_Library,Cincinnati & Hamilton County Public Library,eng,https://en.wikipedia.org/wiki/Cincinnati_and_Hamilton_County_Public_Library,0,159,942,Extant,Agency,Public,1,USA,USA.36_1,USA.36.31_1,,0,eng,32947548,way,,Melanchthonhaus Bretten,https://database.factgrid.de/entity/Q549071
,,Cincinnati Art Museum,Cincinnati Art Museum,Cincinnati Art Museum,Cincinnati Art Museum,Cincinnati Art Museum,"Cincinnati Art Museum, Cincinnati, Ohio, USA",Q23239,,Q34987,Q11276,https://cincinnatiartmuseum.org,https://cdli.earth/collections/381,Q2970522,Q389597,Q389595,https://en.wikipedia.org/wiki/Cincinnati_Art_Museum,Cincinnati Art Museum,eng,https://en.wikipedia.org/wiki/Cincinnati_Art_Museum,4508725,230,381,Extant,Foundation,Group,1,USA,USA.36_1,USA.36.31_1,,0,eng,,,,Historical Library (University of Valencia),https://database.factgrid.de/entity/Q747442
,,"Civico Museo Archeologico, Milan Collection","Civico Museo Archeologico, Milan Collection","Civico Museo Archeologico, Milan Collection","Civico Museo Archeologico, Milan Collection","Civico Museo Archeologico, Milan Collection","Civico Museo Archeologico, Milan, Italy",Q23239,,Q145257,Q11278,https://www.museoarcheologicomilano.it,https://cdli.earth/collections/1167,Q604908,Q389597,Q389595,https://en.wikipedia.org/wiki/Archaeological_Museum_(Milan),Civico Museo Archeologico,ara,https://it.wikipedia.org/wiki/Civico_museo_archeologico_di_Milano,8133600,809,1167,Extant,Agency,Public,1,ITA,ITA.10_1,ITA.10.8_1,,0,ita,,,,Walters Art Museum,https://database.factgrid.de/entity/Q897711
,,Claremont School of Theology Collection,Claremont School of Theology Collection,Claremont School of Theology Collection,Claremont School of Theology Collection,Claremont School of Theology Collection,"Claremont School of Theology, Claremont, California, USA",Q21411,,Q160273,Q11276,https://cst.edu,https://cdli.earth/collections/999,Q5126331,Q389597,Q389595,https://en.wikipedia.org/wiki/Claremont_School_of_Theology,Claremont School of Theology,eng,https://en.wikipedia.org/wiki/Claremont_School_of_Theology,5397884,261,999,Extant,Educational institution,Group,1,USA,USA.5_1,USA.5.19_1,,0,eng,,,,University of St. Gallen,https://database.factgrid.de/entity/Q537897
,,Clark Collection,Clark Collection,Clark Collection,Clark Collection,Clark Collection,"Private collection: Clark, Mayfield, Surrey, UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/1137,,Q389597,Q389595,,,,,,813,1137,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.98_1,,0,,,,,Biblioteca de la Casa Ducal de Alba,https://database.factgrid.de/entity/Q946185
,,Clark Collection of Near Eastern Antiquities Collection,Clark Collection of Near Eastern Antiquities Collection,Clark Collection of Near Eastern Antiquities Collection,Clark Collection of Near Eastern Antiquities Collection,Clark Collection of Near Eastern Antiquities Collection,"Clark Collection of Near Eastern Antiquities, Jerusalem",Q21411,,,Q11276,,https://cdli.earth/collections/1066,,Q389597,Q389595,,,,,,811,1066,Unknown,Unknown,Unknown,0,ISR,,,,0,,,,,,
,,Clark University Collection,Clark University Collection,Clark University Collection,Clark University Collection,Clark University Collection,"Clark University, Worcester, Massachusetts, USA",Q21411,Q529854,Q160273,Q11276,https://www.clarku.edu,https://cdli.earth/collections/72,Q1095773,Q389597,Q389595,https://en.wikipedia.org/wiki/Clark_University,Clark University,eng,https://en.wikipedia.org/wiki/Clark_University,4933345,812,72,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.14_1,,0,eng,,,,Keszthely University of Agriculture,https://database.factgrid.de/entity/Q449631
,,Classical Numismatic Group Collection,Classical Numismatic Group Collection,Classical Numismatic Group Collection,Classical Numismatic Group Collection,Classical Numismatic Group Collection,"Classical Numismatic Group, Inc. (auction house)",Q21411,,Q21907,Q11276,https://cngcoins.com,https://cdli.earth/collections/−190,,Q389597,Q389595,,"Classical Numismatic Group, Inc.",eng,,0,1332,-190,Extant,Company,Group,1,GBR,GBR.1_1,GBR.1.36_1,,0,,424274485,way,,University of Warsaw,https://database.factgrid.de/entity/Q256668
,,Clayton Collection,Clayton Collection,Clayton Collection,Clayton Collection,Clayton Collection,"Private collection: Clayton, UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/373,,Q389597,Q389595,,,,,,815,373,Unknown,Person,Individual,0,GBR,,,,0,,,,,Library of the Diocesan Seminary. Bishopric of the Balearic Islands,https://database.factgrid.de/entity/Q946197
,,Cleveland Museum of Art Collection,Cleveland Museum of Art Collection,Cleveland Museum of Art Collection,Cleveland Museum of Art Collection,Cleveland Museum of Art Collection,"Museum of Art, Cleveland, Ohio, USA; Cleveland Museum of Art, Cleveland, Ohio, USA",Q23239,,Q34987,Q11276,https://www.clevelandart.org,,Q657415,Q389597,Q389595,https://en.wikipedia.org/wiki/Cleveland_Museum_of_Art,Cleveland Museum of Art,eng,https://en.wikipedia.org/wiki/Cleveland_Museum_of_Art,5150566,560,1182; 752,Extant,Foundation,Group,0,USA,USA.36_1,USA.36.18_1,,0,eng,,,,Library of Montserrat,https://database.factgrid.de/entity/Q747443
,,Clinton Historical Society Collection,Clinton Historical Society Collection,Clinton Historical Society Collection,Clinton Historical Society Collection,Clinton Historical Society Collection,"Clinton Historical Society, Clinton, Massachusetts, USA",Q21411,,Q34987,Q11276,http://www.clintonhistorical.org,https://cdli.earth/collections/1064,Q72361005,Q389597,Q389595,,Clinton Historical Society,eng,,0,231,1064,Extant,Foundation,Group,1,USA,USA.22_1,USA.22.14_1,,0,,367780727,node,,Real Acadèmia de Cultura Valenciana Library,https://database.factgrid.de/entity/Q780126
,,Cobb Museum of Archaeology Collection,Cobb Museum of Archaeology Collection,Cobb Museum of Archaeology Collection,Cobb Museum of Archaeology Collection,Cobb Museum of Archaeology Collection,"Cobb Museum of Archaeology, Mississippi State University, Mississippi State, Mississippi, USA",Q23239,,Q160273,Q11278,https://www.cobb.msstate.edu/museum,https://cdli.earth/collections/116,,Q389597,Q389595,https://en.wikipedia.org/wiki/Cobb_Institute_of_Archaeology#Museum,Lois Dowdle Cobb Museum of Archaeology,eng,https://en.wikipedia.org/wiki/Cobb_Institute_of_Archaeology#Museum,0,817,116,Extant,Educational institution,Public,1,USA,USA.25_1,USA.25.53_1,,0,eng,201592632,way,,"Librairie de la Sorbonne, Paris",https://database.factgrid.de/entity/Q389096
,,Cohen Collection,Cohen Collection,Cohen Collection,Cohen Collection,Cohen Collection,"Private collection: Cohen, Paris, France",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/26,,Q389597,Q389595,,,,,,819,26,Unknown,Person,Individual,0,FRA,FRA.8_1,,,0,,,,,Diocesan Archive of Urgell,https://database.factgrid.de/entity/Q946600
,,"Coins and Medals Collection, Musée national d’histoire et d’art Luxemburg Collection","Coins and Medals Collection, Musée national d’histoire et d’art Luxemburg Collection","Coins and Medals Collection, Musée national d’histoire et d’art Luxemburg Collection","Coins and Medals Collection, Musée national d’histoire et d’art Luxemburg Collection","Coins and Medals Collection, Musée national d’histoire et d’art Luxemburg Collection","Cabinet des Médailles, Musée d’Histoire et d’Art, Musées de l’Etat, Luxemburg; Musees de l'Etat: Musee d'Histoire et d'Art: Cabinet des Medailles, Luxembourg; Musées de l'État - Musée National d'Histoire et d'Art, Luxembourg, Luxembourg",Q21411,,Q145257,Q11278,https://www.mnha.lu/fr/collections/cabinet-des-medailles,,,Q389597,Q389595,,"Cabinet des Médailles, Musée national d’histoire et d’art, Luxembourg",fra,,0,364,34; 333,Extant,Agency,Public,1,LUX,LUX.3_1,LUX.3.3_1,,0,,48994767,way,,Yale University,https://database.factgrid.de/entity/Q219421
,,"Coins, Medals and Antiques Department, Bibliothèque nationale de France Collection","Coins, Medals and Antiques Department, Bibliothèque nationale de France Collection","Coins, Medals and Antiques Department, Bibliothèque nationale de France Collection","Coins, Medals and Antiques Department, Bibliothèque nationale de France Collection","Coins, Medals and Antiques Department, Bibliothèque nationale de France Collection","Département des Monnaies, Médailles et Antiques, Bibliothèque Nationale, Paris, France",Q11249,,Q145257,Q11278,https://www.bnf.fr/fr/departement-monnaies-medailles-antiques,https://cdli.earth/collections/264,Q549143,Q389597,Q389595,https://en.wikipedia.org/wiki/Cabinet_des_Médailles,"Département des Monnaies, Médailles et Antiques, Bibliothèque Nationale",fra,"https://fr.wikipedia.org/wiki/Département_des_Monnaies,_médailles_et_antiques_de_la_Bibliothèque_nationale_de_France",0,91,264,Extant,Agency,Public,1,FRA,FRA.8_1,FRA.8.3_1,,0,fra,545655,relation,,"Deutsches Hafenmuseum, Hamburg",https://database.factgrid.de/entity/Q630666
,,Col Davidson Collection,Col Davidson Collection,Col Davidson Collection,Col Davidson Collection,Col Davidson Collection,"Private collection: Davidson, Col, Australia",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/193,,Q389597,Q389595,,,,,,839,193,Extant,Person,Individual,0,AUS,,,,0,,,,,Fundació Josep Pla Library,https://database.factgrid.de/entity/Q946618
,,Colgate Rochester Crozer Divinity School Collection,Colgate Rochester Crozer Divinity School Collection,Colgate Rochester Crozer Divinity School Collection,Colgate Rochester Crozer Divinity School Collection,Colgate Rochester Crozer Divinity School Collection,"Colgate Rochester Crozer Divinity School, Rochester, New York, USA; Colgate Rochester Crozer Divinity School - Crozer Museum (Rochester, NY); Colgate Rochester Crozer Divinity School - Bexley Hall",Q23239,,Q160273,Q11276,https://www.crcds.edu,https://cdli.earth/collections/1202,Q5144788,Q389597,Q389595,https://en.wikipedia.org/wiki/Colgate_Rochester_Crozer_Divinity_School,Colgate Rochester Crozer Divinity School,eng,https://en.wikipedia.org/wiki/Colgate_Rochester_Crozer_Divinity_School,0,820,1202,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.29_1,,0,eng,406874688,way,,"University of Houston Libraries, Texas",https://database.factgrid.de/entity/Q272581
,,Colgate University Libraries Collection,Colgate University Libraries Collection,Colgate University Libraries Collection,Colgate University Libraries Collection,Colgate University Libraries Collection,"Colgate University Libraries, Hamilton, New York, USA",Q550435,,Q160273,Q11276,https://cul.colgate.edu,https://cdli.earth/collections/946,Q1191335,Q389597,Q389595,https://en.wikipedia.org/wiki/Colgate_University,Colgate University Libraries,eng,https://en.wikipedia.org/wiki/Colgate_University,5113290,821,946,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.28_1,,0,eng,,,,Uppsala University,https://database.factgrid.de/entity/Q99514
,,Colin Brooky Collection,Colin Brooky Collection,Colin Brooky Collection,Colin Brooky Collection,Colin Brooky Collection,"Private collection: Colin Brooky, Smithfield, North Carolina, USA",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/771,,Q389597,Q389595,,,,,,822,771,Unknown,Person,Individual,0,USA,USA.34_1,USA.34.51_1,,0,,,,,Biblioteca del campus Barri Vell of Universitat de Girona,https://database.factgrid.de/entity/Q946623
,,Colin Pounder Collection,Colin Pounder Collection,Colin Pounder Collection,Colin Pounder Collection,Colin Pounder Collection,"Private collection: Pounder, Colin, Derbyshire, UK",Q21411,,Q173099,Q11267,,https://cdli.earth/collections/564,,Q389597,Q389595,,,,,,1105,564,Unknown,Person,Individual,0,GBR,GBR.1_1,GBR.1.25_1,,0,,,,,Universitat Pompeu Fabra libraries,https://database.factgrid.de/entity/Q946631
